Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
49779,Engineering,Male,52,Manager,2018-11-03 08:03:05.556036,16,Master,3,91755,40,15,26,12,3,12,78,3,2.13,True
49780,Engineering,Female,33,Consultant,2022-08-14 08:03:05.556036,7,Bachelor,4,82414,53,20,27,0,1,19,79,1,3.96,False
49781,Marketing,Male,37,Technician,2018-02-19 08:03:05.556036,13,Master,5,36328,47,20,39,7,2,3,92,3,1.08,False
49782,HR,Female,35,Consultant,2022-01-11 08:03:05.556036,13,Bachelor,5,98865,45,13,32,1,5,21,19,3,4.37,False
49783,Sales,Other,29,Manager,2023-12-06 08:03:05.556036,6,Bachelor,1,44898,29,20,4,11,0,9,48,0,4.79,False
49784,Sales,Female,30,Manager,2023-03-18 08:03:05.556036,12,Bachelor,3,76047,31,13,14,8,3,24,46,3,2.21,False
49785,IT,Male,37,Developer,2022-08-01 08:03:05.556036,3,Master,2,51141,45,6,5,14,1,12,69,1,2.03,False
49786,IT,Female,33,Developer,2018-03-03 08:03:05.556036,4,Bachelor,3,60242,29,22,20,13,0,29,87,0,4.83,False
49787,Finance,Male,26,Technician,2015-04-24 08:03:05.556036,1,Bachelor,1,17632,24,13,5,4,1,4,18,1,4.94,False
49788,IT,Female,53,Manager,2024-02-17 08:03:05.556036,14,Master,4,95708,48,10,28,3,2,5,40,3,1.24,False
49789,IT,Male,42,Consultant,2022-12-30 08:03:05.556036,9,Bachelor,4,79453,34,16,23,6,1,27,10,2,3.12,False
49790,HR,Other,33,Manager,2014-12-18 08:03:05.556036,9,Bachelor,2,62739,47,22,8,5,1,12,13,1,4.57,False
49791,Customer Support,Female,38,Engineer,2020-05-24 08:03:05.556036,12,Bachelor,1,72696,36,19,23,1,1,29,85,1,1.14,False
49792,Sales,Female,47,Technician,2022-09-17 08:03:05.556036,15,High School,5,33056,58,23,39,4,2,15,54,2,4.82,False
49793,Operations,Male,50,Consultant,2021-07-27 08:03:05.556036,12,Master,4,86667,38,10,30,14,1,23,95,1,4.58,False
49794,HR,Female,38,Consultant,2023-10-08 08:03:05.556036,10,High School,3,65263,36,23,20,4,2,22,77,0,1.57,False
49795,Customer Support,Male,21,Engineer,2020-02-01 08:03:05.556036,1,High School,1,44240,43,18,3,14,0,28,41,0,3.3,False
49796,Customer Support,Female,35,Specialist,2016-02-04 08:03:05.556036,9,High School,5,43594,37,22,0,3,2,25,43,0,3.13,False
49797,Customer Support,Female,38,Technician,2015-02-11 08:03:05.556036,7,PhD,2,17908,48,8,6,1,0,14,41,2,3.01,False
49798,IT,Female,28,Consultant,2023-06-24 08:03:05.556036,3,High School,4,33784,31,15,4,2,1,20,37,1,4.24,False
49799,Operations,Male,21,Developer,2015-07-24 08:03:05.556036,1,Bachelor,2,52462,49,23,13,9,2,29,40,1,2.63,False
49800,Customer Support,Female,23,Engineer,2022-01-18 08:03:05.556036,2,PhD,1,40494,40,13,7,0,0,16,46,1,3.68,False
49801,Legal,Male,47,Technician,2018-01-21 08:03:05.556036,13,Bachelor,3,26236,51,10,20,12,0,14,84,1,2.76,False
49802,Customer Support,Female,30,Manager,2021-10-05 08:03:05.556036,4,PhD,1,46402,42,17,1,2,1,20,70,0,3.31,False
49803,IT,Female,45,Consultant,2019-12-20 08:03:05.556036,9,PhD,5,101054,59,22,34,12,2,15,89,3,3.28,False
49804,Operations,Female,31,Technician,2016-12-09 08:03:05.556036,5,Master,4,28105,35,24,31,13,1,23,40,2,3.43,False
49805,IT,Male,37,Developer,2017-05-26 08:03:05.556036,9,Bachelor,1,38568,33,13,2,11,2,11,41,0,3.38,False
49806,Operations,Female,20,Developer,2015-02-18 08:03:05.556036,11,Bachelor,1,37728,36,22,5,8,2,22,42,1,2.68,False
49807,Finance,Female,31,Specialist,2019-09-07 08:03:05.556036,4,Bachelor,1,38255,36,14,6,3,2,14,12,0,4.6,False
49808,Finance,Male,41,Consultant,2019-11-14 08:03:05.556036,4,High School,4,85855,38,20,22,13,1,3,11,3,2.94,False
49809,Customer Support,Male,35,Consultant,2021-04-25 08:03:05.556036,13,Bachelor,5,102965,35,16,32,8,4,25,69,3,1.08,False
49810,Engineering,Female,46,Consultant,2023-11-12 08:03:05.556036,16,Bachelor,5,102132,39,20,34,12,4,16,42,2,1.48,False
49811,Marketing,Male,47,Engineer,2024-05-14 08:03:05.556036,8,Bachelor,4,69669,55,23,23,6,4,29,87,2,2.2,False
49812,Customer Support,Male,23,Specialist,2015-01-04 08:03:05.556036,8,High School,2,49885,41,7,6,11,0,11,12,1,4.15,False
49813,Marketing,Female,30,Analyst,2017-07-23 08:03:05.556036,3,High School,2,27807,41,22,8,4,3,3,18,0,2.45,False
49814,Marketing,Male,43,Consultant,2016-07-01 08:03:05.556036,4,Bachelor,4,84812,47,7,23,6,2,28,21,3,2.69,False
49815,Operations,Female,46,Technician,2018-01-22 08:03:05.556036,12,Bachelor,4,32400,50,10,31,3,2,17,81,3,2.55,True
49816,Finance,Female,35,Analyst,2024-06-28 08:03:05.556036,5,Master,5,73441,42,24,32,7,3,12,29,5,2.87,False
49817,HR,Female,35,Specialist,2022-01-18 08:03:05.556036,5,Bachelor,1,41407,29,22,6,2,2,17,41,1,1.84,False
49818,Engineering,Male,21,Developer,2017-06-27 08:03:05.556036,4,Bachelor,1,40562,40,6,1,6,0,3,91,1,1.95,False
49819,Finance,Male,39,Manager,2017-08-13 08:03:05.556036,7,Master,2,61874,26,23,11,0,0,18,47,1,2.14,False
49820,Engineering,Female,40,Developer,2015-08-10 08:03:05.556036,4,Bachelor,2,49303,32,23,5,7,2,20,95,2,2.8,False
49821,IT,Male,54,Consultant,2023-08-11 08:03:05.556036,15,High School,1,85613,44,6,28,4,3,11,28,4,2.74,False
49822,Engineering,Male,47,Manager,2015-12-06 08:03:05.556036,13,Bachelor,2,110503,59,17,39,9,3,22,19,4,3.18,False
49823,Legal,Female,33,Analyst,2022-09-10 08:03:05.556036,5,Bachelor,1,22319,41,15,3,6,1,6,17,0,1.47,False
49824,Operations,Male,26,Analyst,2023-03-16 08:03:05.556036,3,Bachelor,1,18078,43,20,2,11,1,23,43,0,3.24,False
49825,Finance,Male,27,Technician,2021-01-30 08:03:05.556036,5,High School,2,20990,42,15,7,14,0,25,70,1,4.97,False
49826,HR,Female,49,Technician,2021-07-17 08:03:05.556036,9,High School,3,22540,50,8,13,4,0,17,75,2,1.78,False
49827,Finance,Female,25,Engineer,2018-12-26 08:03:05.556036,14,Bachelor,3,63393,33,24,18,11,0,6,38,2,2.62,True
49828,Operations,Male,34,Consultant,2019-07-16 08:03:05.556036,9,Bachelor,1,33505,43,8,5,12,2,8,98,0,3.33,False
49829,Sales,Female,54,Manager,2023-09-29 08:03:05.556036,15,Master,4,92885,36,18,27,9,2,22,28,1,3.93,False
49830,Marketing,Female,32,Specialist,2023-05-24 08:03:05.556036,2,Bachelor,2,69210,33,8,13,5,0,27,88,3,4.28,False
49831,Sales,Male,43,Analyst,2023-11-13 08:03:05.556036,11,Bachelor,3,48249,46,24,12,0,2,26,35,1,2.28,False
49832,IT,Female,39,Consultant,2021-04-24 08:03:05.556036,15,High School,4,86554,54,11,30,14,4,15,49,1,2.7,True
49833,Operations,Male,19,Specialist,2015-03-10 08:03:05.556036,2,High School,1,38750,31,14,0,3,0,14,99,0,4.41,False
49834,Finance,Male,37,Developer,2019-09-22 08:03:05.556036,12,Bachelor,5,49660,33,16,7,12,0,5,11,0,3.08,False
49835,Sales,Female,53,Developer,2019-04-20 08:03:05.556036,5,Bachelor,5,79325,54,11,36,10,4,22,58,5,2.25,False
49836,Operations,Male,44,Consultant,2022-11-12 08:03:05.556036,5,PhD,3,67066,29,14,16,5,0,29,96,2,1.03,False
49837,Operations,Female,36,Technician,2015-05-15 08:03:05.556036,7,Bachelor,5,39729,52,24,30,1,3,26,30,2,4.33,False
49838,IT,Male,33,Consultant,2021-12-13 08:03:05.556036,9,High School,3,63814,31,20,19,4,2,29,56,1,3.05,False
49839,HR,Male,45,Analyst,2018-07-09 08:03:05.556036,5,High School,4,58559,46,15,28,14,1,27,69,4,3.55,False
49840,Legal,Female,36,Developer,2019-06-26 08:03:05.556036,4,High School,2,51736,49,17,8,6,2,15,31,1,2.82,False
49841,Marketing,Male,27,Engineer,2022-02-20 08:03:05.556036,1,Master,2,52960,47,17,9,9,2,24,98,1,1.99,False
49842,Sales,Male,47,Specialist,2023-10-30 08:03:05.556036,10,Master,5,93621,37,21,38,10,3,9,83,5,1.21,False
49843,Legal,Female,52,Analyst,2024-02-07 08:03:05.556036,15,Master,5,59385,30,17,24,9,3,26,35,2,4.03,False
49844,Operations,Female,39,Analyst,2022-06-06 08:03:05.556036,15,Bachelor,5,69864,51,19,38,14,2,20,58,5,1.91,False
49845,HR,Male,31,Engineer,2021-08-18 08:03:05.556036,4,High School,3,57184,30,10,14,2,2,22,34,0,2.06,False
49846,Operations,Male,47,Technician,2016-09-09 08:03:05.556036,4,High School,3,26112,47,5,18,9,1,11,30,3,3.91,False
49847,IT,Male,48,Specialist,2023-10-07 08:03:05.556036,2,High School,3,63470,34,22,17,1,4,26,39,2,3.99,False
49848,Customer Support,Male,30,Analyst,2024-02-17 08:03:05.556036,12,High School,1,60308,53,14,24,2,1,16,28,3,2.19,False
49849,HR,Female,30,Developer,2021-03-09 08:03:05.556036,1,Bachelor,3,43926,41,11,6,13,2,14,91,0,2.29,False
49850,Sales,Male,32,Specialist,2021-07-13 08:03:05.556036,12,Bachelor,4,79264,49,22,22,2,2,4,80,3,2.53,False
49851,HR,Female,20,Manager,2018-06-05 08:03:05.556036,10,Bachelor,1,47438,29,5,5,12,1,21,64,0,4.16,False
49852,Operations,Male,31,Consultant,2018-09-07 08:03:05.556036,12,Master,4,65341,33,16,12,8,3,26,36,0,3.4,False
49853,Engineering,Male,34,Developer,2022-02-16 08:03:05.556036,4,Master,2,68291,41,14,29,5,2,26,80,4,4.67,False
49854,Engineering,Female,30,Analyst,2024-02-26 08:03:05.556036,14,Bachelor,3,42455,40,17,18,1,3,17,28,3,4.13,True
49855,Customer Support,Male,18,Developer,2023-05-09 08:03:05.556036,5,High School,1,41255,37,18,2,3,0,13,89,0,3.7,False
49856,Finance,Male,19,Analyst,2021-10-13 08:03:05.556036,1,High School,1,17461,22,8,5,7,1,20,43,1,1.06,False
49857,Marketing,Female,32,Manager,2023-12-13 08:03:05.556036,11,Bachelor,1,42613,46,14,5,5,0,27,41,0,3.88,False
49858,Sales,Female,24,Engineer,2016-08-17 08:03:05.556036,10,Master,2,49929,31,7,12,3,2,27,75,2,2.9,False
49859,HR,Female,50,Technician,2018-10-26 08:03:05.556036,13,Master,4,29609,42,11,22,3,4,24,13,3,3.11,False
49860,IT,Male,34,Technician,2021-02-08 08:03:05.556036,0,Bachelor,1,15273,31,14,6,11,1,21,16,1,3.59,False
49861,Customer Support,Female,57,Technician,2016-12-02 08:03:05.556036,8,PhD,5,36646,59,17,34,1,3,13,76,4,4.6,False
49862,Marketing,Male,37,Technician,2021-10-07 08:03:05.556036,8,Bachelor,3,19554,31,18,14,13,4,5,70,1,2.06,False
49863,Engineering,Female,18,Developer,2016-09-06 08:03:05.556036,9,PhD,1,39683,24,17,0,9,2,23,59,0,3.05,False
49864,Marketing,Female,24,Technician,2021-12-20 08:03:05.556036,11,High School,1,16017,27,7,4,14,0,16,49,1,3.12,False
49865,Engineering,Female,36,Consultant,2022-07-15 08:03:05.556036,6,High School,4,84976,42,18,23,9,4,28,76,3,3.95,False
49866,Finance,Female,34,Manager,2018-09-26 08:03:05.556036,15,Master,3,97627,50,6,28,1,3,17,57,3,1.26,False
49867,Engineering,Female,28,Analyst,2021-08-18 08:03:05.556036,4,Master,1,19768,28,18,6,2,0,4,49,1,2.53,False
49868,HR,Male,32,Specialist,2022-08-11 08:03:05.556036,11,High School,2,52685,25,15,8,2,3,5,52,0,4.44,True
49869,Sales,Male,50,Manager,2015-10-11 08:03:05.556036,10,Master,5,110971,45,9,38,11,4,10,42,4,1.35,False
49870,HR,Male,45,Engineer,2018-10-28 08:03:05.556036,19,High School,5,82086,51,6,39,11,5,21,92,2,1.69,False
49871,Sales,Female,31,Technician,2024-02-28 08:03:05.556036,12,PhD,2,20612,25,14,13,11,0,12,36,0,3.81,False
49872,Engineering,Male,31,Consultant,2023-06-14 08:03:05.556036,14,Bachelor,3,66526,45,11,15,6,3,17,34,0,4.04,False
49873,Finance,Male,23,Specialist,2022-04-29 08:03:05.556036,2,Bachelor,2,51321,38,10,11,0,2,22,20,2,2.05,False
49874,Marketing,Female,33,Engineer,2016-03-15 08:03:05.556036,14,Bachelor,4,69532,30,14,22,0,2,4,81,3,3.28,False
49875,Sales,Other,47,Technician,2016-07-17 08:03:05.556036,10,Bachelor,4,27461,47,19,25,2,2,18,51,2,3.27,False
49876,Marketing,Male,33,Analyst,2023-11-13 08:03:05.556036,4,Master,3,44530,49,24,21,0,1,16,11,3,1.45,True
49877,Sales,Other,54,Consultant,2020-06-22 08:03:05.556036,6,High School,1,83036,39,6,30,0,4,27,83,2,2.8,False
49878,Sales,Male,51,Engineer,2022-07-12 08:03:05.556036,10,High School,4,67910,42,14,29,11,2,12,70,3,3.07,False
49879,Operations,Male,48,Consultant,2022-07-10 08:03:05.556036,14,Bachelor,4,81247,54,24,29,4,4,8,25,3,1.79,False
49880,Operations,Male,44,Engineer,2021-03-12 08:03:05.556036,6,Bachelor,2,48905,33,19,8,8,1,3,71,2,1.4,False
49881,Customer Support,Male,27,Specialist,2015-12-14 08:03:05.556036,4,High School,1,37722,42,12,5,10,1,28,71,1,2.02,False
49882,Operations,Female,18,Analyst,2019-02-12 08:03:05.556036,3,Bachelor,1,19371,22,7,4,2,0,12,81,1,2.23,False
49883,Finance,Other,27,Developer,2020-11-10 08:03:05.556036,10,Bachelor,1,39967,22,24,5,9,0,26,10,0,1.56,False
49884,HR,Female,45,Analyst,2021-10-17 08:03:05.556036,9,High School,5,45645,48,16,13,7,0,23,84,1,4.05,False
49885,IT,Male,54,Manager,2023-08-16 08:03:05.556036,4,Bachelor,4,91313,31,19,24,12,4,23,72,3,2.24,False
49886,Marketing,Female,47,Consultant,2022-06-30 08:03:05.556036,12,High School,5,102752,48,14,35,11,2,17,55,5,1.44,False
49887,Engineering,Female,39,Developer,2018-11-05 08:03:05.556036,16,Bachelor,4,69181,40,22,26,3,2,7,86,3,4.63,False
49888,HR,Male,22,Consultant,2017-06-17 08:03:05.556036,8,High School,2,50766,34,7,6,1,0,17,10,0,3.93,False
49889,Legal,Female,32,Technician,2022-10-23 08:03:05.556036,9,Bachelor,3,15654,34,22,6,6,1,29,92,1,2.24,False
49890,Marketing,Male,44,Specialist,2022-01-27 08:03:05.556036,5,PhD,2,67897,43,13,12,10,1,28,30,0,2.51,False
49891,Finance,Male,44,Manager,2020-09-12 08:03:05.556036,11,Bachelor,5,95006,54,16,25,5,1,7,99,1,4.11,False
49892,HR,Male,45,Specialist,2017-11-08 08:03:05.556036,10,Master,5,87825,55,12,34,0,2,12,55,5,1.99,True
49893,Finance,Female,53,Technician,2022-08-06 08:03:05.556036,18,Bachelor,5,33465,42,8,32,11,2,28,49,5,1.74,False
49894,Sales,Female,41,Manager,2015-12-12 08:03:05.556036,10,Master,2,59892,36,21,9,0,1,20,66,0,1.23,False
49895,Engineering,Male,49,Consultant,2020-10-21 08:03:05.556036,8,High School,5,99968,48,20,37,6,3,27,15,5,4.16,False
49896,Engineering,Female,31,Engineer,2016-05-09 08:03:05.556036,13,Bachelor,4,72171,35,10,29,13,2,9,12,3,3.64,True
49897,Customer Support,Female,25,Specialist,2020-11-17 08:03:05.556036,7,Bachelor,3,68106,29,23,16,4,2,11,35,2,3.79,False
49898,Sales,Female,37,Consultant,2017-03-04 08:03:05.556036,11,Bachelor,4,84119,35,8,28,2,1,24,77,3,1.37,False
49899,Sales,Female,38,Engineer,2023-10-30 08:03:05.556036,13,Bachelor,3,56792,50,14,17,8,2,5,17,3,2.59,True
49900,Marketing,Male,45,Specialist,2018-07-20 08:03:05.556036,12,Master,3,64745,28,9,13,1,1,26,76,0,4.35,False
49901,Operations,Other,33,Developer,2020-05-09 08:03:05.556036,14,PhD,1,61402,35,22,21,1,0,12,14,0,1.33,False
49902,Engineering,Female,38,Engineer,2024-02-22 08:03:05.556036,5,Bachelor,2,40929,44,13,5,6,0,15,35,0,4.51,False
49903,IT,Female,36,Manager,2023-07-23 08:03:05.556036,10,Master,4,96101,46,17,28,0,1,10,46,2,4.65,False
49904,Legal,Male,36,Consultant,2015-06-07 08:03:05.556036,10,Bachelor,5,101047,45,13,33,11,3,3,23,5,2.19,True
49905,Finance,Male,34,Analyst,2018-06-17 08:03:05.556036,10,High School,1,19974,29,19,4,9,1,13,31,0,2.33,False
49906,Customer Support,Male,29,Engineer,2015-07-29 08:03:05.556036,11,Bachelor,1,39029,44,13,4,2,2,28,99,0,4.87,False
49907,Customer Support,Female,20,Specialist,2021-07-03 08:03:05.556036,9,High School,2,51220,31,17,7,11,0,19,61,1,3.97,False
49908,Legal,Female,48,Engineer,2022-05-15 08:03:05.556036,4,Bachelor,3,59758,32,13,17,13,0,22,49,1,3.48,False
49909,Sales,Female,49,Consultant,2020-08-03 08:03:05.556036,10,High School,5,99346,46,15,39,3,5,22,32,5,2.41,False
49910,HR,Female,26,Specialist,2021-11-22 08:03:05.556036,5,Bachelor,2,49704,46,18,8,1,1,6,32,0,2.63,False
49911,HR,Male,23,Consultant,2022-02-02 08:03:05.556036,2,Bachelor,2,49297,27,5,11,7,2,28,60,2,4.34,False
49912,Finance,Male,44,Analyst,2017-07-23 08:03:05.556036,11,PhD,2,35628,45,14,7,1,1,15,23,2,4.77,False
49913,IT,Male,36,Technician,2021-07-10 08:03:05.556036,9,Bachelor,2,21859,25,17,10,13,2,13,78,1,3.83,False
49914,Engineering,Female,51,Manager,2024-05-01 08:03:05.556036,10,Bachelor,4,96128,55,20,31,11,1,5,44,2,3.02,False
49915,Legal,Female,51,Engineer,2022-10-24 08:03:05.556036,7,High School,5,78852,57,5,32,6,2,19,94,2,4.32,False
49916,IT,Male,33,Specialist,2018-06-25 08:03:05.556036,17,Bachelor,4,79422,40,8,31,0,2,27,28,4,2.92,False
49917,Customer Support,Female,50,Consultant,2022-05-06 08:03:05.556036,15,Bachelor,3,80490,52,8,28,4,2,22,69,2,3.07,False
49918,Finance,Male,38,Developer,2018-02-18 08:03:05.556036,6,High School,3,58867,41,24,17,2,2,9,88,1,1.03,False
49919,Finance,Male,44,Technician,2018-04-19 08:03:05.556036,16,High School,2,29787,50,12,22,7,3,16,65,3,3.61,False
49920,Operations,Male,50,Analyst,2022-02-04 08:03:05.556036,8,Bachelor,4,60206,32,15,28,11,1,5,16,1,4.93,False
49921,IT,Female,46,Consultant,2020-11-09 08:03:05.556036,6,Bachelor,4,84436,36,15,25,10,1,16,86,1,1.45,False
49922,IT,Male,35,Engineer,2018-03-16 08:03:05.556036,5,Bachelor,5,60262,51,18,19,1,2,23,69,0,1.3,False
49923,Engineering,Male,44,Engineer,2015-08-04 08:03:05.556036,8,High School,5,79387,39,12,35,8,2,9,79,2,4.56,False
49924,Marketing,Male,20,Analyst,2022-05-22 08:03:05.556036,1,Master,2,27949,47,16,6,12,0,22,61,1,3.49,False
49925,Sales,Female,41,Developer,2023-03-22 08:03:05.556036,16,Bachelor,4,70309,49,10,24,4,4,19,41,2,1.71,False
49926,Engineering,Female,44,Analyst,2018-06-06 08:03:05.556036,4,Bachelor,2,31157,31,13,7,14,2,16,35,1,4.44,False
49927,IT,Male,49,Engineer,2022-08-20 08:03:05.556036,15,Master,5,81903,52,11,37,11,3,4,29,5,1.48,False
49928,HR,Female,51,Developer,2018-10-20 08:03:05.556036,4,Master,4,66849,41,24,26,2,4,10,63,1,1.89,False
49929,Sales,Male,50,Analyst,2017-06-05 08:03:05.556036,4,Master,2,56199,41,22,23,9,2,13,85,2,1.78,False
49930,Operations,Male,44,Analyst,2016-04-04 08:03:05.556036,17,High School,4,56843,41,12,29,6,3,4,30,1,3.97,True
49931,Finance,Male,45,Developer,2017-08-10 08:03:05.556036,14,High School,3,61843,32,7,19,0,1,22,18,3,1.34,False
49932,Operations,Female,39,Technician,2017-06-16 08:03:05.556036,1,Bachelor,1,13889,38,20,6,4,2,5,18,1,2.69,False
49933,HR,Female,42,Developer,2018-08-21 08:03:05.556036,8,Bachelor,3,59107,51,11,17,12,0,8,51,3,1.15,False
49934,HR,Female,44,Consultant,2019-11-10 08:03:05.556036,12,PhD,4,82874,34,20,30,13,2,10,18,1,4.08,False
49935,Marketing,Male,37,Manager,2021-10-03 08:03:05.556036,9,High School,4,92641,32,13,26,0,4,6,21,1,1.68,False
49936,Finance,Male,38,Technician,2024-05-15 08:03:05.556036,10,PhD,2,26482,44,20,18,3,2,26,20,1,1.11,False
49937,Engineering,Female,20,Analyst,2018-05-02 08:03:05.556036,2,High School,1,33464,26,7,11,9,2,23,29,1,4.11,True
49938,Engineering,Female,44,Specialist,2016-04-30 08:03:05.556036,10,Bachelor,4,73489,50,7,24,2,2,29,10,2,2.16,True
49939,Marketing,Male,53,Technician,2022-09-13 08:03:05.556036,5,High School,5,37508,51,18,38,9,5,16,45,2,4.66,False
49940,Marketing,Male,24,Specialist,2017-09-24 08:03:05.556036,11,Bachelor,1,39405,29,24,6,7,0,28,48,1,2.14,False
49941,Finance,Female,38,Specialist,2016-04-29 08:03:05.556036,17,Bachelor,4,80829,32,20,31,5,4,24,23,3,4.76,False
49942,Sales,Female,49,Specialist,2018-10-03 08:03:05.556036,7,Bachelor,5,91201,55,17,35,2,3,9,23,2,4.96,False
49943,IT,Other,41,Analyst,2018-01-06 08:03:05.556036,7,Bachelor,2,31633,29,13,11,13,1,10,26,2,2.35,False
49944,Customer Support,Female,44,Technician,2021-08-29 08:03:05.556036,7,Bachelor,2,20427,43,12,12,3,1,16,31,1,1.74,False
49945,Legal,Female,59,Analyst,2016-02-07 08:03:05.556036,19,Bachelor,5,71574,40,8,34,5,5,22,74,2,2.34,False
49946,Engineering,Female,25,Engineer,2015-08-22 08:03:05.556036,4,Bachelor,3,57381,42,23,15,0,1,12,96,1,3.39,False
49947,Operations,Male,41,Analyst,2015-07-05 08:03:05.556036,6,Bachelor,2,32788,34,18,7,8,2,26,21,0,4.88,False
49948,Finance,Female,32,Analyst,2022-01-18 08:03:05.556036,5,Bachelor,1,19288,31,9,6,5,1,19,13,1,3.67,False
49949,Operations,Male,24,Developer,2024-07-07 08:03:05.556036,7,Master,4,42410,32,9,5,2,1,25,67,1,1.37,False
49950,IT,Female,30,Developer,2016-02-26 08:03:05.556036,2,High School,1,41410,27,22,4,14,2,15,72,0,4.56,False
49951,Operations,Male,25,Specialist,2016-07-10 08:03:05.556036,12,Master,1,49943,27,24,13,9,2,12,45,2,1.96,False
49952,Sales,Male,44,Specialist,2022-06-15 08:03:05.556036,13,Bachelor,4,77247,31,15,28,2,3,25,50,1,4.66,False
49953,HR,Male,53,Specialist,2016-06-07 08:03:05.556036,12,PhD,1,79226,55,11,22,11,1,14,76,4,2.29,False
49954,Customer Support,Male,47,Engineer,2022-07-31 08:03:05.556036,5,Bachelor,5,76560,55,14,31,6,3,5,26,5,1.14,False
49955,Sales,Other,31,Manager,2022-08-08 08:03:05.556036,5,Master,3,75796,36,21,16,13,3,6,14,1,3.17,False
49956,Operations,Female,26,Manager,2020-03-25 08:03:05.556036,5,High School,2,62961,27,5,7,2,1,25,73,2,2.62,False
49957,HR,Female,23,Developer,2015-10-17 08:03:05.556036,4,Bachelor,1,35892,28,21,2,7,1,23,13,0,1.6,False
49958,Marketing,Male,37,Manager,2015-07-22 08:03:05.556036,11,Bachelor,4,92262,51,14,31,4,4,22,77,2,1.35,False
49959,Operations,Male,34,Manager,2021-11-27 08:03:05.556036,9,Bachelor,1,40921,46,8,0,14,1,9,31,1,3.88,False
49960,IT,Female,39,Specialist,2020-01-26 08:03:05.556036,13,Bachelor,4,76828,42,10,24,13,1,17,48,3,2.07,False
49961,Customer Support,Male,50,Consultant,2016-03-08 08:03:05.556036,18,Bachelor,5,99901,48,16,31,0,3,13,44,3,4.59,False
49962,Legal,Male,21,Manager,2016-11-08 08:03:05.556036,5,High School,2,58788,30,11,8,7,3,3,54,0,4.93,True
49963,Customer Support,Male,31,Developer,2018-12-17 08:03:05.556036,1,Bachelor,1,41024,31,14,4,3,2,5,10,0,1.24,False
49964,Finance,Female,49,Developer,2021-12-14 08:03:05.556036,12,High School,5,81462,59,20,38,7,3,5,61,4,1.82,False
49965,Operations,Female,30,Analyst,2016-06-22 08:03:05.556036,10,High School,4,55796,49,17,30,11,1,23,60,3,3.9,False
49966,Finance,Male,40,Consultant,2018-09-03 08:03:05.556036,3,High School,4,82947,41,7,23,4,2,19,58,4,2.5,False
49967,HR,Female,51,Specialist,2019-11-11 08:03:05.556036,8,Bachelor,5,89646,37,9,31,8,2,24,20,2,1.87,False
49968,Legal,Female,45,Specialist,2015-06-04 08:03:05.556036,9,Bachelor,1,91268,40,11,31,8,5,16,66,2,4.64,False
49969,Customer Support,Female,43,Analyst,2015-06-16 08:03:05.556036,15,Bachelor,3,41318,34,18,17,7,1,12,84,2,2.6,False
49970,HR,Male,38,Engineer,2018-09-30 08:03:05.556036,13,High School,5,78665,43,7,32,7,4,16,18,2,1.02,False
49971,Finance,Female,32,Developer,2023-12-31 08:03:05.556036,10,Master,1,39135,45,5,7,0,1,9,18,1,1.75,False
49972,Customer Support,Male,30,Technician,2014-12-06 08:03:05.556036,10,High School,2,21103,45,12,8,6,2,4,61,1,1.88,False
49973,Operations,Female,43,Manager,2020-07-12 08:03:05.556036,8,Bachelor,4,92170,35,16,30,0,3,17,20,1,2.71,False
49974,Marketing,Male,52,Specialist,2014-11-29 08:03:05.556036,8,High School,4,79115,48,22,22,12,4,11,66,1,2.79,False
49975,Legal,Male,20,Manager,2015-10-09 08:03:05.556036,4,Master,2,62421,41,15,6,13,2,20,14,1,3.1,False
49976,Legal,Male,33,Engineer,2015-07-13 08:03:05.556036,6,High School,2,49563,39,8,4,1,1,26,17,0,2.06,False
49977,Finance,Male,44,Technician,2020-11-10 08:03:05.556036,11,Bachelor,2,23049,32,5,13,9,2,10,83,0,2.74,False
49978,Sales,Female,39,Consultant,2019-03-28 08:03:05.556036,9,Bachelor,4,85612,53,13,25,7,4,13,80,2,1.47,False
49979,Customer Support,Female,34,Developer,2015-10-03 08:03:05.556036,11,Bachelor,3,67736,54,11,31,12,4,8,46,2,3.66,False
49980,Customer Support,Male,30,Manager,2021-06-08 08:03:05.556036,5,High School,1,45887,29,19,4,10,1,27,78,0,1.23,False
49981,Finance,Female,44,Analyst,2021-12-26 08:03:05.556036,2,Bachelor,3,45953,45,5,17,3,4,29,15,0,1.67,False
49982,Operations,Female,32,Analyst,2019-02-22 08:03:05.556036,12,Bachelor,2,36543,37,18,4,9,1,17,45,0,4.64,False
49983,Customer Support,Female,49,Engineer,2020-10-07 08:03:05.556036,10,Master,3,56983,44,8,14,9,4,4,39,2,1.68,False
49984,Engineering,Female,48,Manager,2023-02-09 08:03:05.556036,3,Bachelor,3,79746,30,5,20,3,0,4,72,3,4.38,False
49985,IT,Female,38,Specialist,2022-03-27 08:03:05.556036,18,High School,5,90209,45,20,32,6,3,23,18,4,3.14,False
49986,Engineering,Male,51,Analyst,2017-09-21 08:03:05.556036,13,High School,4,57717,33,8,27,2,3,4,80,2,4.84,False
